ID,Aware_M,Aware_P,Aware_T,Aware_B,Aware_MV,Strong_M,Strong_P,Strong_T,Strong_B,Strong_MV,Known_M,Known_P,Known_T,Known_B,Known_MV,Attr_M,Attr_P,Attr_T,Attr_B,Attr_MV,Dr_1,Dr_2,Dr_3,Dr_4,Dr_5,Dr_6,Dr_7,Dr_8,Dr_9,Dr_10,Dr_11,Dr_12,Dr_13,Dr_14,Dr_15,HowLong,NPS,Prod_data,Prod_sms,Prod_call,Prod_extra,Prod_other,Cont_winkel,Cont_tel,Cont_mail,Cont_social,Cont_web,Gender,Age,Dr_12r,F_pricevalue,F_productquality,F_innovativeness,F_CRM,F_community,,,,,,,
R_09Cl0VRAG4140Op,2,4,2,2,4,5,6,5,5,5,7,7,6,6,5,5,6,5,5,5,6,5,5,4,7,6,7,5,6,5,5,2,5,5,7,4,9,5,4,3,2,#NULL!,5,4,5,6,6,1,26,6,6.67,5.50,5.67,4.50,5.50,,,,,,,
R_3xje3nWq1tw3wO1,2,3,4,2,3,5,7,5,4,5,7,7,5,7,5,4,7,4,2,7,3,3,6,3,5,6,7,4,4,4,7,5,4,2,7,4,5,4,5,3,2,1,1,5,5,1,7,0,23,3,6.00,5.00,4.33,3.50,3.00,,,,,,,
R_7UtEw4AffTHFVD7,5,1,2,1,5,2,#NULL!,2,#NULL!,7,7,#NULL!,7,#NULL!,3,2,#NULL!,6,#NULL!,7,4,4,6,6,7,7,7,6,7,7,7,2,6,6,6,4,10,4,3,2,5,#NULL!,5,5,7,2,6,1,25,6,7.00,6.50,6.00,6.00,4.00,,,,,,,
R_8qf5IuC2Yo1sOOh,3,5,2,4,5,4,5,5,5,7,6,7,7,6,5,4,5,5,5,6,5,5,6,5,6,6,6,5,6,6,7,2,7,5,6,2,10,4,5,2,3,1,5,7,7,7,5,0,22,6,6.00,6.50,6.00,5.00,5.00,,,,,,,
R_25gA4nli1009AYl,2,3,1,1,5,2,1,#NULL!,#NULL!,7,2,4,#NULL!,#NULL!,6,1,1,#NULL!,#NULL!,6,4,4,6,5,6,6,6,4,6,6,6,2,5,5,3,4,7,3,2,1,4,#NULL!,6,3,3,6,6,0,24,6,6.00,6.00,4.33,4.50,4.00,,,,,,,
R_1HrPatiX32ZDGER,5,5,5,5,5,5,5,7,5,7,7,7,7,7,7,6,6,6,6,6,7,7,7,6,7,6,7,6,7,6,7,2,6,6,6,4,10,4,2,3,5,1,6,3,3,3,7,1,24,6,6.67,6.50,6.00,6.00,7.00,,,,,,,
R_3gXPSMxcBHO0Oqh,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,2,5,5,5,6,4,10,4,3,2,5,1,4,4,6,4,5,0,24,3,5.67,2.50,5.33,5.50,6.00,,,,,,,
R_6zlvU1XGzHoGqd7,3,4,1,1,4,5,6,#NULL!,#NULL!,5,7,7,#NULL!,#NULL!,5,5,7,#NULL!,#NULL!,7,4,5,6,6,6,6,7,6,6,5,5,4,6,6,7,4,8,4,2,3,1,5,5,6,7,1,6,0,31,4,6.33,4.50,6.33,6.00,4.50,,,,,,,
R_81R9Exjzpt0cEAd,4,4,4,3,4,2,2,6,4,6,7,7,7,5,5,3,3,6,4,7,5,5,6,6,7,7,7,5,6,7,6,3,7,6,6,3,10,3,4,2,5,1,4,6,6,6,6,0,28,5,7.00,5.50,6.33,5.50,5.00,,,,,,,
R_9LwhyYlxOpwAgO9,2,2,4,4,5,5,6,6,6,6,6,6,6,5,5,4,4,7,5,7,4,5,7,6,7,7,7,5,6,6,5,3,7,6,7,5,10,3,4,2,5,1,3,7,6,4,7,0,22,5,7.00,5.00,6.67,5.50,4.50,,,,,,,
R_eIDGiXeWCAWODHf,3,5,3,3,5,4,5,7,4,7,7,7,7,6,4,2,2,2,2,7,1,1,4,4,7,6,7,4,4,6,5,5,7,5,6,5,10,4,1,3,5,#NULL!,2,3,7,4,7,0,28,3,6.67,4.00,6.00,4.00,1.00,,,,,,,
R_4VF4x5MJXYWpMEt,4,4,4,3,5,5,6,5,4,6,7,7,7,6,2,2,2,5,3,7,5,5,6,4,7,7,7,4,7,4,5,3,6,6,6,5,8,5,3,4,2,1,2,5,6,1,7,0,34,5,7.00,5.00,6.00,4.00,5.00,,,,,,,
R_8q5mXQBEOs4RH7L,5,5,1,1,5,7,7,#NULL!,#NULL!,4,7,7,#NULL!,#NULL!,6,7,7,#NULL!,#NULL!,4,6,1,4,5,6,7,7,4,6,5,4,6,7,7,7,4,7,4,3,5,1,2,7,4,7,4,7,0,30,2,6.67,3.00,7.00,4.50,3.50,,,,,,,
R_bp9wjRrQi91UNI9,5,3,3,5,5,7,7,5,6,5,7,7,4,7,7,7,7,4,7,7,5,6,6,5,6,6,7,5,6,4,7,1,5,6,7,2,7,5,3,4,2,1,1,1,4,7,7,0,22,7,6.33,7.00,6.00,5.00,5.50,,,,,,,
R_bI5Geqi5OpCHILH,2,4,2,2,4,5,6,5,5,4,6,6,6,6,2,5,5,5,5,5,5,5,6,6,6,6,4,5,6,6,4,2,6,6,6,5,8,5,4,2,3,1,6,2,5,4,6,0,22,6,5.33,5.00,6.00,5.50,5.00,,,,,,,
R_brvm2Am3lesZYup,2,5,4,1,4,4,7,6,#NULL!,3,6,7,6,#NULL!,4,4,7,6,#NULL!,4,4,4,4,6,7,1,4,4,4,4,2,7,5,5,5,4,4,5,4,3,2,1,4,4,4,4,7,0,30,1,4.00,1.50,5.00,5.00,4.00,,,,,,,
R_eQgDZ4thZAdNGZL,4,2,2,2,5,4,6,5,5,6,6,6,6,6,4,3,3,5,3,7,7,6,7,7,7,7,7,6,6,7,7,2,7,6,6,4,9,4,5,3,2,1,4,4,7,4,7,0,24,6,7.00,6.50,6.33,6.50,6.50,,,,,,,
R_cOBdYFxfOHsjhtj,4,4,5,3,5,6,6,7,5,5,6,6,7,5,3,4,5,7,5,7,4,4,7,4,6,7,7,4,4,7,6,1,7,7,6,4,10,5,4,3,2,1,1,3,3,7,7,0,28,7,6.67,6.50,6.67,4.00,4.00,,,,,,,
R_6Wo0syPUn9ZWbGJ,5,3,2,2,5,3,6,5,4,6,6,7,5,6,3,3,6,5,5,7,6,6,6,6,6,6,6,5,5,7,3,3,6,7,7,4,7,4,5,1,3,#NULL!,2,1,7,5,6,1,20,5,6.00,4.00,6.67,5.50,6.00,,,,,,,
R_0rFBY8PsxArzYMZ,2,4,4,1,4,3,1,6,#NULL!,6,6,6,6,#NULL!,5,2,1,6,#NULL!,6,5,2,6,6,5,6,5,5,5,6,6,4,5,3,5,5,8,2,5,4,3,1,4,6,6,3,6,1,25,4,5.33,5.00,4.33,5.50,3.50,,,,,,,
R_bk0abM99ztMqlVP,4,1,4,1,4,6,#NULL!,6,#NULL!,6,6,#NULL!,6,#NULL!,6,6,#NULL!,6,#NULL!,6,4,4,5,4,6,5,5,5,4,4,4,4,5,5,4,2,5,2,3,5,4,1,4,1,5,4,4,1,23,4,5.33,4.00,4.67,4.50,4.00,,,,,,,
R_2n6HhEfLUhw6rqZ,3,5,3,1,5,1,6,6,#NULL!,6,6,7,6,#NULL!,7,1,4,4,#NULL!,7,5,6,5,6,7,6,7,5,7,5,7,5,7,4,7,3,10,5,2,4,3,1,7,7,7,7,7,0,18,3,6.67,5.00,6.00,5.50,5.50,,,,,,,
R_2sKTVALqvpbwYwB,2,4,2,2,4,5,6,4,5,6,6,6,4,3,5,3,6,3,3,6,4,4,6,4,6,6,6,4,6,5,3,2,5,6,5,4,7,4,5,2,3,1,4,4,6,6,6,1,24,6,6.00,4.50,5.33,4.00,4.00,,,,,,,
R_37CRLUvZ8TVOYaF,1,3,1,1,4,#NULL!,3,#NULL!,#NULL!,7,#NULL!,7,#NULL!,#NULL!,3,#NULL!,4,#NULL!,#NULL!,6,4,5,5,5,7,6,6,4,5,5,5,4,5,5,4,3,6,4,5,1,2,3,2,1,4,7,5,1,23,4,6.33,4.50,4.67,4.50,4.50,,,,,,,
R_7W0RpnuzFcFa6TX,1,2,3,2,4,#NULL!,4,5,3,5,#NULL!,6,6,5,5,#NULL!,4,4,4,4,4,5,5,3,4,4,6,5,5,5,5,5,6,6,6,4,7,5,4,3,2,1,3,2,3,5,6,1,29,3,4.67,4.00,6.00,4.00,4.50,,,,,,,
R_9yKoXb9GHU5XB9H,4,5,3,5,5,3,7,7,5,7,6,6,6,6,6,3,4,5,4,6,4,2,6,4,4,4,6,4,6,5,6,2,6,6,6,4,8,3,2,1,4,5,3,6,7,4,5,0,23,6,4.67,6.00,6.00,4.00,3.00,,,,,,,
R_9AXOak7NzbLdaDz,5,4,4,4,5,6,7,5,2,7,7,7,6,5,2,6,6,5,3,7,4,6,6,6,6,7,7,7,7,7,5,1,6,7,7,5,9,5,4,2,3,1,3,3,7,5,7,0,25,7,6.67,6.00,6.67,6.50,5.00,,,,,,,
R_9B2hr8q6AwDLCaF,4,4,4,4,4,7,7,7,5,6,7,7,7,7,4,7,7,7,3,6,6,6,5,6,4,6,6,6,5,6,5,3,6,5,7,4,7,4,3,5,2,1,4,7,7,2,7,0,24,5,5.33,5.00,6.00,6.00,6.00,,,,,,,
R_enXaMSgQDdujylv,5,2,2,3,5,6,6,6,6,6,7,7,6,7,3,1,1,1,2,7,4,5,6,5,7,7,6,6,7,6,7,4,7,7,7,4,10,2,4,5,3,1,1,6,6,4,7,1,30,4,6.67,5.50,7.00,5.50,4.50,,,,,,,
R_e8yVUvFyGYHSwaV,4,5,3,4,5,5,7,6,5,6,7,7,6,7,5,6,6,5,5,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,6,5,3,2,4,1,3,3,5,3,7,1,29,4,4.00,4.00,5.00,4.00,4.00,,,,,,,
R_40haI6b5UsUGZx3,4,4,5,4,5,1,7,6,4,4,5,6,7,3,2,2,6,6,4,4,2,2,4,4,6,6,6,3,4,3,6,3,3,5,4,5,8,3,2,4,1,5,2,2,5,2,7,0,33,5,6.00,5.50,4.00,3.50,2.00,,,,,,,
R_88sYtoJiBYzHeT3,3,4,4,3,4,6,6,6,6,6,7,7,7,7,7,4,6,6,5,7,4,4,5,4,5,6,6,4,6,4,6,2,6,5,7,4,9,2,5,3,4,#NULL!,5,3,4,4,7,0,24,6,5.67,6.00,6.00,4.00,4.00,,,,,,,
R_cFQ6rrnFUuEzbAp,4,5,2,3,5,6,6,4,4,6,6,6,6,5,6,5,5,5,5,7,4,6,5,5,5,5,6,6,6,5,6,2,6,6,6,4,9,5,4,2,3,1,5,1,7,5,6,0,30,6,5.33,6.00,6.00,5.50,5.00,,,,,,,
R_3IPd6T4d0Tyyp0h,1,1,1,5,5,#NULL!,#NULL!,#NULL!,6,6,#NULL!,#NULL!,#NULL!,7,6,#NULL!,#NULL!,#NULL!,5,7,5,7,6,7,6,6,6,6,6,6,6,3,6,5,5,4,8,3,5,4,2,1,3,5,7,6,7,0,21,5,6.00,5.50,5.33,6.50,6.00,,,,,,,
R_3gWt9GrQsG9uYEB,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,4,10,5,4,2,3,1,2,2,5,5,5,1,30,7,7.00,7.00,7.00,7.00,7.00,,,,,,,
R_e2L7VGtHKTA7ao5,5,5,5,5,5,6,6,5,6,5,7,7,6,7,3,4,4,4,4,5,5,4,5,5,5,5,4,5,5,5,3,4,4,6,4,4,7,3,5,4,2,1,2,1,7,6,6,0,32,4,4.67,3.50,4.67,5.00,4.50,,,,,,,
R_5zmdETDEUAzYjcx,2,5,2,2,5,4,6,4,4,7,5,5,7,5,5,4,4,5,4,6,4,4,7,4,6,6,7,4,4,6,7,1,6,6,6,6,9,5,3,2,4,1,1,1,6,1,6,1,29,7,6.33,7.00,6.00,4.00,4.00,,,,,,,
R_a2WIa37CRCgMWpL,3,3,3,4,5,4,5,3,5,5,6,7,7,7,4,5,5,2,4,6,5,3,6,7,6,6,6,7,6,7,5,2,6,5,6,5,9,5,3,4,2,1,2,1,6,7,5,0,30,6,6.00,5.50,5.67,7.00,4.00,,,,,,,
R_dnhydmYCf38iR49,4,4,4,4,5,6,7,3,6,5,7,7,7,7,3,6,6,3,3,6,6,6,6,5,4,6,4,6,6,5,5,3,7,6,6,4,10,3,2,4,1,5,3,3,7,3,6,0,24,5,4.67,5.00,6.33,5.50,6.00,,,,,,,
R_1Fc7SZ8CCcl6irP,4,4,4,1,5,6,7,6,#NULL!,6,7,7,6,#NULL!,5,3,6,5,#NULL!,7,2,3,7,5,7,7,7,4,6,6,7,3,6,3,6,3,7,3,5,4,2,1,1,7,5,1,5,1,22,5,7.00,6.00,5.00,4.50,2.50,,,,,,,
R_bqoI4LAPinYljDL,4,3,4,3,5,5,5,6,5,7,7,7,7,6,3,6,6,6,7,5,5,6,7,5,7,7,6,6,6,6,7,1,6,6,5,5,10,4,5,2,3,#NULL!,5,2,7,3,7,0,23,7,6.67,7.00,5.67,5.50,5.50,,,,,,,
R_5107EUiHX10ST7D,1,3,1,3,4,#NULL!,6,#NULL!,5,5,#NULL!,7,#NULL!,6,4,#NULL!,6,#NULL!,5,6,3,4,4,5,4,4,5,4,3,5,5,4,4,4,4,4,6,5,2,4,1,#NULL!,4,4,4,4,4,1,27,4,4.33,4.50,4.00,4.50,3.50,,,,,,,
R_ctLRiLpc7ghgc6N,2,4,2,4,5,5,6,6,5,6,7,7,7,7,5,3,4,5,6,6,4,5,6,4,6,6,6,6,6,5,6,3,6,5,6,6,9,5,4,2,3,1,5,3,5,5,6,0,25,5,6.00,5.50,5.67,5.00,4.50,,,,,,,
R_0GrO1RRUBFUhtYh,5,5,5,4,5,5,7,7,6,5,7,7,7,7,6,6,6,6,6,7,6,7,7,6,7,7,7,6,7,7,6,5,7,7,7,4,9,3,5,4,2,1,6,4,7,6,6,0,25,3,7.00,4.50,7.00,6.00,6.50,,,,,,,
R_54Mpj4cQ37c6jCR,5,5,5,5,5,6,6,5,5,6,6,6,5,6,4,6,4,4,6,7,5,4,5,3,5,5,5,3,5,5,6,2,6,6,6,4,7,5,#NULL!,3,4,#NULL!,1,5,6,1,6,0,29,6,5.00,6.00,6.00,3.00,4.50,,,,,,,
R_cVesGT9FnwRElmJ,4,2,2,2,4,3,3,4,6,6,6,6,6,6,5,3,3,3,4,6,4,5,5,4,5,6,5,5,5,5,5,3,5,4,6,4,8,2,5,4,3,1,5,2,5,5,6,0,23,5,5.33,5.00,5.00,4.50,4.50,,,,,,,
R_bqJB0mpSjRknKYZ,5,5,3,4,5,4,5,4,3,5,7,7,6,6,4,5,6,5,5,7,4,5,6,6,6,7,7,6,5,6,4,7,6,5,5,5,7,5,4,2,3,1,2,3,7,5,6,0,26,1,6.67,2.50,5.33,6.00,4.50,,,,,,,
R_0ugUmj9lX5Zzqqp,3,4,1,4,5,4,5,#NULL!,5,7,6,7,#NULL!,6,5,5,5,#NULL!,5,6,5,5,5,4,5,6,5,4,5,4,5,6,6,5,6,5,8,3,5,2,4,1,3,4,4,4,5,0,24,2,5.33,3.50,5.67,4.00,5.00,,,,,,,
R_bgdNvQRCUtQksfj,4,4,4,4,5,5,5,6,5,6,5,5,6,5,3,3,2,4,3,3,5,5,5,6,5,5,6,6,6,6,6,3,6,5,7,5,10,3,4,5,2,1,3,4,6,6,6,0,25,5,5.33,5.50,6.00,6.00,5.00,,,,,,,
R_bHP9CoIUu8uJLed,5,3,4,3,5,6,5,6,4,7,6,6,6,6,5,4,4,4,4,7,5,6,5,4,6,7,6,6,5,5,6,2,6,7,6,4,9,4,3,2,5,1,2,6,7,3,7,0,34,6,6.33,6.00,6.33,5.00,5.50,,,,,,,
R_3mHCtpXda817gW1,4,3,4,1,4,4,4,4,#NULL!,4,6,6,6,#NULL!,6,4,4,6,#NULL!,7,6,4,6,6,7,7,7,6,6,7,6,2,7,7,6,4,9,2,5,3,4,1,4,4,7,6,7,1,28,6,7.00,6.00,6.67,6.00,5.00,,,,,,,
R_06YmO58kQEB6wap,5,5,5,5,5,5,5,5,5,6,7,7,7,7,6,5,5,5,5,6,4,4,6,6,3,5,5,5,6,6,3,5,5,5,5,5,7,4,5,3,2,1,3,5,6,6,6,0,25,3,4.33,3.00,5.00,5.50,4.00,,,,,,,
R_eDJrDU5iZO8nfO5,3,5,4,2,5,4,6,6,4,5,6,6,6,5,6,3,3,6,3,5,4,6,6,5,5,5,4,6,6,5,5,5,5,5,4,4,6,4,5,3,2,1,5,3,6,3,7,0,21,3,4.67,4.00,4.67,5.50,5.00,,,,,,,
R_cMbKMnOBHO3CiVf,4,5,5,5,5,3,6,5,6,5,7,7,7,7,2,2,2,4,6,6,4,5,5,3,5,5,3,3,5,4,4,2,3,5,5,4,10,4,2,5,3,1,3,3,7,1,7,0,32,6,4.33,5.00,4.33,3.00,4.50,,,,,,,
R_bqhiw05puKNCNlH,3,3,4,4,4,4,6,6,5,5,6,6,6,6,5,5,5,6,6,6,4,5,6,5,5,6,6,4,4,4,5,2,6,6,6,5,7,3,5,4,2,1,4,5,6,3,6,0,33,6,5.67,5.50,6.00,4.50,4.50,,,,,,,
R_0wyNU10UfEA2w73,2,4,2,5,5,3,5,5,4,6,6,6,6,6,3,1,1,4,1,7,1,1,1,5,6,7,7,2,4,4,6,1,7,7,7,5,10,2,3,1,4,5,1,7,7,7,1,0,28,7,6.67,6.50,7.00,3.50,1.00,,,,,,,
R_aUVzriEB0LGlvkV,4,5,2,1,5,2,6,3,#NULL!,7,7,7,7,#NULL!,7,3,6,4,#NULL!,7,7,6,7,6,7,7,6,6,6,7,5,2,7,6,7,4,10,5,4,3,2,#NULL!,4,5,7,6,7,0,21,6,6.67,5.50,6.67,6.00,6.50,,,,,,,
R_74yKdZP8foIJ9EV,3,3,3,5,5,5,5,5,5,5,6,6,6,6,3,5,5,5,5,7,4,6,6,5,6,6,6,4,6,6,6,2,5,6,4,4,8,4,5,2,3,1,2,3,7,7,7,1,23,6,6.00,6.00,5.00,4.50,5.00,,,,,,,
R_3Ow4q7PtBnZz6ip,2,2,3,2,4,5,4,4,4,6,7,7,4,7,7,4,4,5,4,6,4,6,6,4,7,7,6,6,7,6,7,3,7,6,7,5,10,4,3,2,5,1,4,3,6,5,7,0,23,5,6.67,6.00,6.67,5.00,5.00,,,,,,,
R_6RMhs66p3sPH6Lj,2,4,2,2,5,4,7,4,6,6,7,7,5,7,5,4,4,3,5,6,4,4,6,6,4,5,4,6,6,5,5,3,6,5,6,5,8,5,3,4,2,1,4,4,6,5,5,0,25,5,4.33,5.00,5.67,6.00,4.00,,,,,,,
R_1XL1StxVp7IXubX,1,4,1,5,5,#NULL!,5,#NULL!,6,7,#NULL!,7,#NULL!,6,5,#NULL!,4,#NULL!,4,7,4,4,4,4,7,6,7,4,7,6,7,3,6,5,7,4,8,4,3,2,5,1,3,1,6,5,6,0,20,5,6.67,6.00,6.00,4.00,4.00,,,,,,,
R_4265CyrqnL3ljCZ,2,3,1,3,5,5,7,#NULL!,6,6,4,7,#NULL!,4,4,6,6,#NULL!,6,7,6,6,7,6,7,7,7,5,5,6,6,2,6,6,6,4,10,5,2,4,3,#NULL!,4,1,1,4,4,0,31,6,7.00,6.00,6.00,5.50,6.00,,,,,,,
R_eDMqFXiADQb81a5,4,2,1,5,5,3,4,#NULL!,5,7,7,7,#NULL!,7,3,3,4,#NULL!,6,7,4,6,7,7,5,6,5,6,6,6,6,2,7,5,7,4,10,4,5,2,3,#NULL!,3,3,7,4,6,0,20,6,5.33,6.00,6.33,6.50,5.00,,,,,,,
R_5mzR9o8nhuz2qLX,1,5,1,3,5,#NULL!,6,#NULL!,6,6,#NULL!,6,#NULL!,6,2,#NULL!,4,#NULL!,6,6,4,4,6,6,6,6,6,4,6,6,6,3,5,5,5,4,8,5,4,3,2,1,3,4,6,5,6,0,29,5,6.00,5.50,5.00,5.00,4.00,,,,,,,
R_6rusg9n1ifUZp09,3,5,5,4,5,5,6,7,6,7,7,7,7,7,7,5,6,7,6,7,6,6,7,7,7,7,7,7,7,7,7,1,7,7,7,5,10,4,3,2,5,1,6,4,6,5,7,0,25,7,7.00,7.00,7.00,7.00,6.00,,,,,,,
R_cGdButH8IScAWup,5,5,5,5,5,5,5,7,5,6,7,7,7,7,7,5,3,7,5,7,3,6,6,6,7,6,7,5,4,6,4,2,6,6,6,3,6,5,2,4,3,1,7,1,7,3,7,1,28,6,6.67,5.00,6.00,5.50,4.50,,,,,,,
R_1STL6hiQJyUZfhP,4,4,5,4,5,5,3,5,4,7,6,6,6,5,4,3,3,6,5,7,4,5,5,6,6,6,6,6,6,5,5,5,6,7,6,6,10,5,4,2,3,#NULL!,1,1,7,5,5,0,28,3,6.00,4.00,6.33,6.00,4.50,,,,,,,
R_eVCJ4WkXkpL2sTz,3,3,5,5,5,6,4,3,6,7,4,4,4,4,3,4,4,4,4,7,2,5,6,4,6,6,4,3,4,4,5,1,4,4,4,4,10,5,3,4,2,1,1,6,7,5,7,0,34,7,5.33,6.00,4.00,3.50,3.50,,,,,,,
R_8eTKGdtI3Q8BnOl,3,3,2,3,5,4,4,4,4,6,7,7,4,7,6,3,3,3,4,7,4,7,5,6,7,6,6,6,7,7,7,2,5,5,7,7,9,2,1,3,4,#NULL!,4,1,7,5,7,0,24,6,6.33,6.50,5.67,6.00,5.50,,,,,,,
R_eDxSseEe8biTtDT,4,4,4,3,4,3,5,5,2,5,4,6,6,3,2,4,5,5,2,3,4,4,5,6,6,6,6,6,4,4,6,6,4,5,5,5,6,4,3,2,1,5,1,4,7,4,4,0,26,2,6.00,4.00,4.67,6.00,4.00,,,,,,,
R_0euLCPHN7VJm1Rb,3,4,2,3,5,5,6,4,5,6,6,6,5,6,5,2,4,3,4,5,4,5,4,6,6,6,7,5,5,5,6,2,5,5,6,4,8,5,4,2,3,1,5,3,6,6,6,0,24,6,6.33,6.00,5.33,5.50,4.50,,,,,,,
R_5u3NFjEpcfyxjcV,5,1,1,1,5,6,#NULL!,#NULL!,#NULL!,6,7,#NULL!,#NULL!,#NULL!,5,4,#NULL!,#NULL!,#NULL!,6,5,5,6,5,4,5,5,4,5,6,5,3,5,5,6,2,9,5,2,4,3,1,4,3,6,2,5,0,28,5,4.67,5.00,5.33,4.50,5.00,,,,,,,
R_bvff52Br8CJpjNP,4,2,2,4,4,4,5,6,6,6,7,7,7,7,3,4,3,4,4,6,4,6,5,4,6,6,6,4,6,6,5,3,6,6,6,3,10,4,5,3,2,1,4,7,7,1,7,1,23,5,6.00,5.00,6.00,4.00,5.00,,,,,,,
R_88ES3rdIC0x08Hb,1,3,2,4,5,#NULL!,5,7,6,6,#NULL!,7,7,7,7,#NULL!,3,6,5,6,4,3,6,2,6,6,6,4,6,4,6,2,6,6,5,5,9,2,1,3,4,5,3,4,5,6,5,0,22,6,6.00,6.00,5.67,3.00,3.50,,,,,,,
R_0vqqNyv0gX6yUT3,3,5,4,4,5,3,6,5,4,6,6,7,5,3,5,3,6,4,3,6,5,5,6,6,7,7,7,5,5,6,5,2,5,6,6,5,9,4,5,2,3,1,3,3,6,6,6,1,32,6,7.00,5.50,5.67,5.50,5.00,,,,,,,
R_0e6A9FSQPDghScd,3,4,3,4,5,5,5,5,5,6,6,6,6,6,5,5,5,5,5,7,4,6,6,5,6,6,6,6,5,6,6,2,6,6,6,4,8,5,3,1,4,2,3,5,5,5,5,1,26,6,6.00,6.00,6.00,5.50,5.00,,,,,,,
R_9WRQVGBvldNG497,5,3,2,3,5,7,7,7,7,7,7,7,7,7,5,6,2,2,2,7,4,3,7,5,7,7,7,7,7,7,5,1,7,7,7,2,10,3,4,2,5,1,1,3,5,3,7,1,30,7,7.00,6.00,7.00,6.00,3.50,,,,,,,
R_9HJq0D0K7qQ5vW5,4,4,4,4,4,6,6,5,6,6,6,6,5,6,5,5,5,5,5,6,4,5,6,6,6,7,6,5,6,6,5,2,6,6,6,3,8,5,4,2,1,3,2,6,6,2,4,0,25,6,6.33,5.50,6.00,5.50,4.50,,,,,,,
R_6XqiH2FFR8tjbcp,1,1,5,4,5,#NULL!,#NULL!,5,5,7,#NULL!,#NULL!,7,7,5,#NULL!,#NULL!,6,6,7,5,5,6,4,6,6,6,4,6,6,6,3,5,5,6,4,10,4,2,5,3,1,6,2,5,4,7,0,34,5,6.00,5.50,5.33,4.00,5.00,,,,,,,
R_eg4RoVkER6Ad03j,3,3,2,4,5,5,5,4,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,4,5,5,5,4,5,5,5,3,5,4,4,4,7,5,4,#NULL!,3,#NULL!,4,4,5,5,6,0,25,5,5.00,5.00,4.33,4.00,4.00,,,,,,,
R_aWSTlDVrifK8WDb,4,1,1,4,4,6,#NULL!,#NULL!,6,6,6,#NULL!,#NULL!,6,5,4,#NULL!,#NULL!,4,4,5,4,5,6,6,6,6,6,6,6,7,2,6,6,6,4,9,5,3,4,2,#NULL!,4,5,6,5,7,0,30,6,6.00,6.50,6.00,6.00,4.50,,,,,,,
R_0kVn4T3xGffP9Hv,1,1,1,3,5,#NULL!,#NULL!,#NULL!,5,6,#NULL!,#NULL!,#NULL!,7,3,#NULL!,#NULL!,#NULL!,5,6,6,6,6,7,7,7,5,6,6,5,6,1,7,7,6,5,10,3,4,5,2,1,3,5,7,4,7,0,32,7,6.33,6.50,6.67,6.50,6.00,,,,,,,
R_b90wKvB9R590LUF,3,4,2,2,5,6,6,6,5,6,7,7,7,5,5,5,6,5,5,6,2,2,6,2,7,6,6,6,6,5,5,3,7,6,5,4,9,3,5,4,2,1,2,3,5,5,7,1,24,5,6.33,5.00,6.00,4.00,2.00,,,,,,,
R_3ZNODAOAqFpXQhv,2,3,1,1,5,5,5,#NULL!,#NULL!,7,6,6,#NULL!,#NULL!,4,4,3,#NULL!,#NULL!,6,4,4,5,5,6,6,7,5,5,6,6,3,6,6,5,4,8,4,5,3,2,#NULL!,3,3,6,7,6,1,22,5,6.33,5.50,5.67,5.00,4.00,,,,,,,
R_bOr5dFEO8yEIost,2,4,4,2,4,3,4,5,4,4,6,7,7,6,3,3,3,5,6,7,4,4,6,5,6,7,7,5,6,5,6,1,5,6,7,4,9,4,3,1,2,5,1,1,7,1,7,0,28,7,6.67,6.50,6.00,5.00,4.00,,,,,,,
R_2fsxjMiR4VZURN3,3,1,1,1,5,5,#NULL!,#NULL!,#NULL!,7,7,#NULL!,#NULL!,#NULL!,2,5,#NULL!,#NULL!,#NULL!,7,5,6,7,5,7,7,7,6,6,7,4,4,7,7,7,5,10,5,4,2,3,1,1,1,7,1,6,0,24,4,7.00,4.00,7.00,5.50,5.50,,,,,,,
R_81SGZnB9RQqMhqR,4,4,4,4,5,5,5,5,5,7,6,6,6,6,5,5,5,5,5,6,4,6,5,6,6,6,7,5,5,5,6,2,7,7,7,4,10,4,3,5,2,1,2,2,6,4,7,0,30,6,6.33,6.00,7.00,5.50,5.00,,,,,,,
R_1Sai9gOCzz8c9iB,4,4,5,5,5,2,7,7,5,6,7,7,7,7,6,2,4,6,5,6,4,6,6,6,7,7,6,5,6,6,5,4,6,6,5,3,8,3,5,1,4,2,4,5,7,4,7,0,28,4,6.67,4.50,5.67,5.50,5.00,,,,,,,
R_3q2aZcdonFXeDaZ,4,1,3,1,5,6,#NULL!,6,#NULL!,5,7,#NULL!,7,#NULL!,6,4,#NULL!,5,#NULL!,6,4,4,7,4,6,7,7,4,5,6,6,1,6,7,7,4,10,2,4,5,3,1,4,3,4,4,6,0,25,7,6.67,6.50,6.67,4.00,4.00,,,,,,,
R_1zhoteOXnVuytEh,5,5,2,3,5,2,6,7,7,7,7,7,6,6,3,1,2,4,5,7,7,3,7,7,7,7,7,7,7,7,7,2,7,7,7,4,10,2,4,3,5,1,4,4,7,7,7,0,24,6,7.00,6.50,7.00,7.00,5.00,,,,,,,
